val_loss,val_acc,timestamp,epoch,step,train_loss,train_acc,test_loss,test_acc
0.10665915906429291,0.7527251839637756,1758763392.0,0,382,,,,
,,,0,382,0.5224772095680237,0.5592224597930908,,
0.07474961131811142,0.8508660793304443,1758763520.0,1,765,,,,
,,,1,765,0.0662018358707428,0.8967879414558411,,
0.08680053055286407,0.8733701705932617,1758763520.0,2,1148,,,,
,,,2,1148,0.07192996889352798,0.8952307105064392,,
0.06003623083233833,0.9102209806442261,1758763648.0,3,1531,,,,
,,,3,1531,0.05887535959482193,0.911349356174469,,
0.07050386071205139,0.9138888716697693,1758763648.0,4,1914,,,,
,,,4,1914,0.05787966400384903,0.9166119694709778,,
0.06732842326164246,0.9000228643417358,1758763648.0,5,2297,,,,
,,,5,2297,0.055951524525880814,0.921497642993927,,
0.07078073173761368,0.8876120448112488,1758763648.0,6,2680,,,,
,,,6,2680,0.058325931429862976,0.913944661617279,,
0.05068495497107506,0.9246464371681213,1758763648.0,7,3063,,,,
,,,7,3063,0.053589191287755966,0.9235950708389282,,
0.04550781100988388,0.9435848593711853,1758763648.0,8,3446,,,,
,,,8,3446,0.0541573166847229,0.9211913347244263,,
0.047046978026628494,0.9333022236824036,1758763648.0,9,3829,,,,
,,,9,3829,0.04775086045265198,0.9299430251121521,,
0.047562360763549805,0.9355821013450623,1758763648.0,10,4212,,,,
,,,10,4212,0.046896521002054214,0.9317865371704102,,
0.05040176957845688,0.9252553582191467,1758763648.0,11,4595,,,,
,,,11,4595,0.047354426234960556,0.9334041476249695,,
0.04369023069739342,0.9376882314682007,1758763648.0,12,4978,,,,
,,,12,4978,0.04664360731840134,0.9348821640014648,,
0.05825677886605263,0.9373374581336975,1758764160.0,13,5361,,,,
,,,13,5361,0.04493442922830582,0.9361645579338074,,
0.05879073217511177,0.9078111052513123,1758764160.0,14,5744,,,,
,,,14,5744,0.0420323982834816,0.9397638440132141,,
0.054378289729356766,0.940375566482544,1758764416.0,15,6127,,,,
,,,15,6127,0.04162902384996414,0.9421003460884094,,
0.03535939007997513,0.942539393901825,1758764416.0,16,6510,,,,
,,,16,6510,0.04278137907385826,0.9446558356285095,,
0.03979929909110069,0.9353717565536499,1758764416.0,17,6893,,,,
,,,17,6893,0.039911799132823944,0.9447329640388489,,
0.044023267924785614,0.9269521236419678,1758764416.0,18,7276,,,,
,,,18,7276,0.041311606764793396,0.9451470971107483,,
0.04520516097545624,0.935251772403717,1758766336.0,19,7659,,,,
,,,19,7659,0.03758896142244339,0.9447664618492126,,
0.052649036049842834,0.927671492099762,1758766336.0,20,8042,,,,
,,,20,8042,0.040189892053604126,0.9473333358764648,,
0.037881024181842804,0.9526290893554688,1758766336.0,21,8425,,,,
,,,21,8425,0.038306254893541336,0.9460071921348572,,
,,,22,8426,,,0.03470856323838234,0.9498358964920044
